1.022  3.81328e-019
2.044  3.80109e-019
3.066  3.78902e-019
4.088  3.77704e-019
5.11  3.76516e-019
6.132  3.75338e-019
7.154  3.74168e-019
8.176  3.73006e-019
9.198  3.71853e-019
10.22  3.70707e-019
11.242  3.69569e-019
12.264  3.68439e-019
13.286  3.67316e-019
14.308  3.66202e-019
15.33  3.65097e-019
16.352  3.63999e-019
17.374  3.62911e-019
18.396  3.61831e-019
19.418  3.6076e-019
20.44  3.59698e-019
21.462  3.58645e-019
22.484  3.57602e-019
23.506  3.56568e-019
24.528  3.55543e-019
25.55  3.54527e-019
26.572  3.5352e-019
27.594  3.52523e-019
28.616  3.51535e-019
29.638  3.50556e-019
30.66  3.49585e-019
31.682  3.48624e-019
32.704  3.47671e-019
33.726  3.46727e-019
34.748  3.45791e-019
35.77  3.44863e-019
36.792  3.43943e-019
37.814  3.43032e-019
38.836  3.42127e-019
39.858  3.41231e-019
40.88  3.40342e-019
41.902  3.3946e-019
42.924  3.38585e-019
43.946  3.37716e-019
44.968  3.36855e-019
45.99  3.36e-019
47.012  3.35151e-019
48.034  3.34308e-019
49.056  3.33471e-019
50.078  3.3264e-019
51.1  3.31815e-019
52.122  3.30994e-019
53.144  3.30179e-019
54.166  3.29369e-019
55.188  3.28564e-019
56.21  3.27763e-019
57.232  3.26967e-019
58.254  3.26176e-019
59.276  3.25388e-019
60.298  3.24604e-019
61.32  3.23825e-019
62.342  3.23049e-019
63.364  3.22276e-019
64.386  3.21507e-019
65.408  3.20741e-019
66.43  3.19978e-019
67.452  3.19217e-019
68.474  3.1846e-019
69.496  3.17705e-019
70.518  3.16953e-019
71.54  3.16203e-019
72.562  3.15455e-019
73.584  3.1471e-019
74.606  3.13966e-019
75.628  3.13224e-019
76.65  3.12483e-019
77.672  3.11745e-019
78.694  3.11007e-019
79.716  3.10271e-019
80.738  3.09536e-019
81.76  3.08802e-019
82.782  3.08069e-019
83.804  3.07337e-019
84.826  3.06605e-019
85.848  3.05874e-019
86.87  3.05144e-019
87.892  3.04414e-019
88.914  3.03684e-019
89.936  3.02954e-019
90.958  3.02225e-019
91.98  3.01495e-019
93.002  3.00765e-019
94.024  3.00035e-019
95.046  2.99305e-019
96.068  2.98574e-019
97.09  2.97842e-019
98.112  2.9711e-019
99.134  2.96377e-019
100.156  2.95644e-019
101.178  2.94909e-019
102.2  2.94174e-019
103.222  2.93437e-019
104.244  2.927e-019
105.266  2.91961e-019
106.288  2.91221e-019
107.31  2.90479e-019
108.332  2.89736e-019
109.354  2.88991e-019
110.376  2.88245e-019
111.398  2.87497e-019
112.42  2.86747e-019
113.442  2.85995e-019
114.464  2.85242e-019
115.486  2.84486e-019
116.508  2.83728e-019
117.53  2.82968e-019
118.552  2.82206e-019
119.574  2.81442e-019
120.596  2.80675e-019
121.618  2.79906e-019
122.64  2.79134e-019
123.662  2.7836e-019
124.684  2.77583e-019
125.706  2.76804e-019
126.728  2.76021e-019
127.75  2.75236e-019
128.772  2.74448e-019
129.794  2.73657e-019
130.816  2.72863e-019
131.838  2.72065e-019
132.86  2.71265e-019
133.882  2.70461e-019
134.904  2.69654e-019
135.926  2.68844e-019
136.948  2.6803e-019
137.97  2.67213e-019
138.992  2.66392e-019
140.014  2.65567e-019
141.036  2.64739e-019
142.058  2.63906e-019
143.08  2.63071e-019
144.102  2.62231e-019
145.124  2.61387e-019
146.146  2.60539e-019
147.168  2.59686e-019
148.19  2.5883e-019
149.212  2.57969e-019
150.234  2.57104e-019
151.256  2.56235e-019
152.278  2.55361e-019
153.3  2.54482e-019
154.322  2.53599e-019
155.344  2.52711e-019
156.366  2.51818e-019
157.388  2.5092e-019
158.41  2.50017e-019
159.432  2.49109e-019
160.454  2.48195e-019
161.476  2.47277e-019
162.498  2.46353e-019
163.52  2.45423e-019
164.542  2.44488e-019
165.564  2.43547e-019
166.586  2.42601e-019
167.608  2.41648e-019
168.63  2.4069e-019
169.652  2.39725e-019
170.674  2.38755e-019
171.696  2.37778e-019
172.718  2.36794e-019
173.74  2.35804e-019
174.762  2.34808e-019
175.784  2.33804e-019
176.806  2.32794e-019
177.828  2.31776e-019
178.85  2.30752e-019
179.872  2.2972e-019
180.894  2.28681e-019
181.916  2.27634e-019
182.938  2.2658e-019
183.96  2.25518e-019
184.982  2.24447e-019
186.004  2.23369e-019
187.026  2.22283e-019
188.048  2.21188e-019
189.07  2.20084e-019
190.092  2.18972e-019
191.114  2.17851e-019
192.136  2.16721e-019
193.158  2.15582e-019
194.18  2.14433e-019
195.202  2.13275e-019
196.224  2.12108e-019
197.246  2.1093e-019
198.268  2.09743e-019
199.29  2.08545e-019
200.312  2.07337e-019
201.334  2.06118e-019
202.356  2.04889e-019
203.378  2.03649e-019
204.4  2.02398e-019
205.422  2.01135e-019
206.444  1.99862e-019
207.466  1.98576e-019
208.488  1.97279e-019
209.51  1.9597e-019
210.532  1.94648e-019
211.554  1.93314e-019
212.576  1.91968e-019
213.598  1.90609e-019
214.62  1.89237e-019
215.642  1.87852e-019
216.664  1.86453e-019
217.686  1.85041e-019
218.708  1.83616e-019
219.73  1.82176e-019
220.752  1.80723e-019
221.774  1.79255e-019
222.796  1.77773e-019
223.818  1.76276e-019
224.84  1.74765e-019
225.862  1.73239e-019
226.884  1.71697e-019
227.906  1.70141e-019
228.928  1.68568e-019
229.95  1.66981e-019
230.972  1.65377e-019
231.994  1.63758e-019
233.016  1.62123e-019
234.038  1.60472e-019
235.06  1.58804e-019
236.082  1.57121e-019
237.104  1.5542e-019
238.126  1.53703e-019
239.148  1.5197e-019
240.17  1.5022e-019
241.192  1.48453e-019
242.214  1.46669e-019
243.236  1.44868e-019
244.258  1.43051e-019
245.28  1.41216e-019
246.302  1.39365e-019
247.324  1.37497e-019
248.346  1.35611e-019
249.368  1.33709e-019
250.39  1.3179e-019
251.412  1.29855e-019
252.434  1.27903e-019
253.456  1.25934e-019
254.478  1.23949e-019
255.5  1.21948e-019
256.522  1.19931e-019
257.544  1.17899e-019
258.566  1.1585e-019
259.588  1.13787e-019
260.61  1.11708e-019
261.632  1.09615e-019
262.654  1.07508e-019
263.676  1.05387e-019
