1.022  2.79742e-020
2.044  2.829e-020
3.066  2.86045e-020
4.088  2.89177e-020
5.11  2.92294e-020
6.132  2.95397e-020
7.154  2.98485e-020
8.176  3.01559e-020
9.198  3.04616e-020
10.22  3.07659e-020
11.242  3.10686e-020
12.264  3.13697e-020
13.286  3.16693e-020
14.308  3.19674e-020
15.33  3.22639e-020
16.352  3.2559e-020
17.374  3.28525e-020
18.396  3.31446e-020
19.418  3.34352e-020
20.44  3.37244e-020
21.462  3.40122e-020
22.484  3.42985e-020
23.506  3.45835e-020
24.528  3.4867e-020
25.55  3.51491e-020
26.572  3.54298e-020
27.594  3.57092e-020
28.616  3.59871e-020
29.638  3.62636e-020
30.66  3.65388e-020
31.682  3.68125e-020
32.704  3.70848e-020
33.726  3.73557e-020
34.748  3.76251e-020
35.77  3.78931e-020
36.792  3.81596e-020
37.814  3.84247e-020
38.836  3.86883e-020
39.858  3.89503e-020
40.88  3.92109e-020
41.902  3.947e-020
42.924  3.97275e-020
43.946  3.99834e-020
44.968  4.02378e-020
45.99  4.04905e-020
47.012  4.07417e-020
48.034  4.09912e-020
49.056  4.12391e-020
50.078  4.14853e-020
51.1  4.17299e-020
52.122  4.19727e-020
53.144  4.22138e-020
54.166  4.24532e-020
55.188  4.26908e-020
56.21  4.29266e-020
57.232  4.31606e-020
58.254  4.33929e-020
59.276  4.36232e-020
60.298  4.38517e-020
61.32  4.40783e-020
62.342  4.4303e-020
63.364  4.45258e-020
64.386  4.47467e-020
65.408  4.49656e-020
66.43  4.51825e-020
67.452  4.53974e-020
68.474  4.56103e-020
69.496  4.58211e-020
70.518  4.60299e-020
71.54  4.62365e-020
72.562  4.64411e-020
73.584  4.66436e-020
74.606  4.68439e-020
75.628  4.7042e-020
76.65  4.7238e-020
77.672  4.74317e-020
78.694  4.76233e-020
79.716  4.78125e-020
80.738  4.79996e-020
81.76  4.81843e-020
82.782  4.83667e-020
83.804  4.85468e-020
84.826  4.87246e-020
85.848  4.89e-020
86.87  4.9073e-020
87.892  4.92437e-020
88.914  4.94119e-020
89.936  4.95776e-020
90.958  4.97409e-020
91.98  4.99017e-020
93.002  5.00601e-020
94.024  5.02159e-020
95.046  5.03692e-020
96.068  5.05199e-020
97.09  5.0668e-020
98.112  5.08136e-020
99.134  5.09565e-020
100.156  5.10969e-020
101.178  5.12345e-020
102.2  5.13696e-020
103.222  5.15019e-020
104.244  5.16315e-020
105.266  5.17584e-020
106.288  5.18826e-020
107.31  5.2004e-020
108.332  5.21226e-020
109.354  5.22384e-020
110.376  5.23514e-020
111.398  5.24616e-020
112.42  5.25689e-020
113.442  5.26734e-020
114.464  5.2775e-020
115.486  5.28736e-020
116.508  5.29694e-020
117.53  5.30622e-020
118.552  5.3152e-020
119.574  5.32389e-020
